time,water_level
6/18/1997 0:00,5738.06
6/19/1997 0:00,5738.24
6/20/1997 0:00,5738.4
6/21/1997 0:00,5738.54
6/22/1997 0:00,5738.64
6/23/1997 0:00,5738.7
6/24/1997 0:00,5738.74
6/25/1997 0:00,5738.78
6/26/1997 0:00,5738.82
6/28/1997 0:00,5738.74
6/29/1997 0:00,5738.72
6/30/1997 0:00,5738.72
7/1/1997 0:00,5738.72
7/4/1997 0:00,5738.72
7/5/1997 0:00,5738.72
7/6/1997 0:00,5738.72
7/10/1997 0:00,5738.72
7/11/1997 0:00,5738.72
7/12/1997 0:00,5738.72
7/13/1997 0:00,5738.72
7/14/1997 0:00,5738.72
7/15/1997 0:00,5738.72
7/16/1997 0:00,5738.72
7/17/1997 0:00,5738.72
7/18/1997 0:00,5738.72
7/20/1997 0:00,5738.72
7/21/1997 0:00,5738.72
7/23/1997 0:00,5738.72
7/24/1997 0:00,5738.72
7/25/1997 0:00,5738.72
7/26/1997 0:00,5738.72
7/27/1997 0:00,5738.72
7/28/1997 0:00,5738.72
7/30/1997 0:00,5738.72
7/31/1997 0:00,5738.72
8/1/1997 0:00,5738.72
8/2/1997 0:00,5738.72
8/4/1997 0:00,5738.72
8/5/1997 0:00,5738.72
8/7/1997 0:00,5738.72
8/9/1997 0:00,5738.72
8/10/1997 0:00,5738.72
8/11/1997 0:00,5738.72
8/12/1997 0:00,5738.72
8/13/1997 0:00,5738.72
8/14/1997 0:00,5738.72
8/15/1997 0:00,5738.72
8/16/1997 0:00,5738.72
8/17/1997 0:00,5738.72
8/18/1997 0:00,5738.72
8/20/1997 0:00,5738.72
8/21/1997 0:00,5738.72
8/22/1997 0:00,5738.72
8/23/1997 0:00,5738.72
8/24/1997 0:00,5738.72
8/25/1997 0:00,5738.72
8/27/1997 0:00,5738.72
8/28/1997 0:00,5738.72
8/29/1997 0:00,5738.72
8/30/1997 0:00,5738.72
8/31/1997 0:00,5738.72
9/4/1997 0:00,5738.72
9/5/1997 0:00,5738.72
9/6/1997 0:00,5738.72
9/9/1997 0:00,5738.72
9/11/1997 0:00,5738.72
9/12/1997 0:00,5738.72
9/13/1997 0:00,5738.72
9/14/1997 0:00,5738.72
9/15/1997 0:00,5738.72
9/16/1997 0:00,5738.72
9/17/1997 0:00,5738.72
9/19/1997 0:00,5738.72
9/20/1997 0:00,5738.72
9/21/1997 0:00,5738.72
9/22/1997 0:00,5738.72
9/23/1997 0:00,5738.72
9/24/1997 0:00,5738.72
9/26/1997 0:00,5738.72
9/27/1997 0:00,5738.72
9/28/1997 0:00,5738.72
9/29/1997 0:00,5738.72
9/30/1997 0:00,5738.72
10/18/1997 0:00,5709.19
10/19/1997 0:00,5708.69
10/20/1997 0:00,5708.17
10/21/1997 0:00,5707.65
10/22/1997 0:00,5707.14
10/23/1997 0:00,5706.61
10/24/1997 0:00,5706.07
10/27/1997 0:00,5704.85
10/28/1997 0:00,5704.57
11/2/1997 0:00,5703.91
11/3/1997 0:00,5703.81
11/6/1997 0:00,5703.79
11/7/1997 0:00,5703.82
11/8/1997 0:00,5703.85
11/9/1997 0:00,5703.89
11/10/1997 0:00,5703.93
11/12/1997 0:00,5703.85
11/13/1997 0:00,5703.81
11/14/1997 0:00,5703.76
11/15/1997 0:00,5703.7
11/16/1997 0:00,5703.65
11/18/1997 0:00,5703.57
11/19/1997 0:00,5703.55
11/20/1997 0:00,5703.61
11/21/1997 0:00,5703.61
11/22/1997 0:00,5703.59
11/23/1997 0:00,5703.59
11/24/1997 0:00,5703.59
11/25/1997 0:00,5703.67
11/26/1997 0:00,5703.87
11/27/1997 0:00,5703.93
11/28/1997 0:00,5703.87
11/29/1997 0:00,5703.77
11/30/1997 0:00,5703.66
12/1/1997 0:00,5703.53
12/2/1997 0:00,5703.59
12/3/1997 0:00,5703.65
12/4/1997 0:00,5703.73
12/5/1997 0:00,5703.74
12/9/1997 0:00,5703.97
12/11/1997 0:00,5703.85
12/12/1997 0:00,5703.78
12/13/1997 0:00,5703.71
12/14/1997 0:00,5703.65
12/15/1997 0:00,5703.59
12/16/1997 0:00,5703.52
12/17/1997 0:00,5703.54
12/18/1997 0:00,5703.61
12/19/1997 0:00,5703.64
12/20/1997 0:00,5703.67
12/21/1997 0:00,5703.69
12/22/1997 0:00,5703.73
12/23/1997 0:00,5703.73
12/24/1997 0:00,5703.75
12/25/1997 0:00,5703.77
12/26/1997 0:00,5703.77
12/27/1997 0:00,5703.77
12/28/1997 0:00,5703.79
12/29/1997 0:00,5703.79
12/30/1997 0:00,5703.81
12/31/1997 0:00,5703.83
1/1/1998 0:00,5703.85
1/3/1998 0:00,5704
1/4/1998 0:00,5704.07
1/5/1998 0:00,5704.09
1/6/1998 0:00,5704.01
1/7/1998 0:00,5703.97
1/8/1998 0:00,5703.89
1/9/1998 0:00,5703.81
1/10/1998 0:00,5703.75
1/11/1998 0:00,5703.69
1/12/1998 0:00,5703.75
1/13/1998 0:00,5703.91
1/15/1998 0:00,5704.13
1/16/1998 0:00,5704.37
1/17/1998 0:00,5704.57
1/18/1998 0:00,5704.99
1/21/1998 0:00,5703.52
1/23/1998 0:00,5703.45
1/24/1998 0:00,5703.33
1/25/1998 0:00,5703.19
1/26/1998 0:00,5703.05
1/29/1998 0:00,5703.05
1/31/1998 0:00,5703.02
2/4/1998 0:00,5703.3
2/5/1998 0:00,5703.41
2/6/1998 0:00,5703.47
2/7/1998 0:00,5703.55
2/8/1998 0:00,5703.65
2/9/1998 0:00,5703.69
2/11/1998 0:00,5703.59
2/13/1998 0:00,5703.43
2/14/1998 0:00,5703.35
2/15/1998 0:00,5703.25
2/17/1998 0:00,5703.05
2/18/1998 0:00,5702.97
2/19/1998 0:00,5702.96
2/20/1998 0:00,5702.93
2/21/1998 0:00,5702.99
2/22/1998 0:00,5703.03
2/23/1998 0:00,5703.14
2/24/1998 0:00,5703.23
2/26/1998 0:00,5703.35
2/27/1998 0:00,5703.43
2/28/1998 0:00,5703.49
3/1/1998 0:00,5703.53
3/3/1998 0:00,5703.69
3/4/1998 0:00,5703.75
3/5/1998 0:00,5703.75
3/6/1998 0:00,5703.75
3/7/1998 0:00,5703.75
3/9/1998 0:00,5703.75
3/10/1998 0:00,5703.75
3/11/1998 0:00,5703.75
3/12/1998 0:00,5703.75
3/13/1998 0:00,5703.75
3/14/1998 0:00,5703.75
3/15/1998 0:00,5703.75
3/16/1998 0:00,5703.75
3/17/1998 0:00,5703.75
3/18/1998 0:00,5703.75
3/19/1998 0:00,5703.75
3/20/1998 0:00,5703.75
3/21/1998 0:00,5703.75
3/22/1998 0:00,5703.75
3/23/1998 0:00,5703.75
3/26/1998 0:00,5703.75
3/27/1998 0:00,5703.75
3/28/1998 0:00,5703.75
3/31/1998 0:00,5703.75
4/1/1998 0:00,5703.75
4/2/1998 0:00,5703.75
4/5/1998 0:00,5703.75
4/6/1998 0:00,5703.75
4/7/1998 0:00,5703.75
4/8/1998 0:00,5703.75
4/9/1998 0:00,5703.75
4/11/1998 0:00,5703.75
4/12/1998 0:00,5703.75
4/13/1998 0:00,5703.75
4/15/1998 0:00,5703.75
4/16/1998 0:00,5703.75
4/17/1998 0:00,5703.75
4/18/1998 0:00,5703.75
4/20/1998 0:00,5703.75
4/21/1998 0:00,5703.75
4/22/1998 0:00,5703.75
4/23/1998 0:00,5703.75
4/25/1998 0:00,5703.75
4/28/1998 0:00,5703.75
4/29/1998 0:00,5703.75
4/30/1998 0:00,5703.75
5/1/1998 0:00,5703.75
5/2/1998 0:00,5703.75
5/3/1998 0:00,5703.75
5/5/1998 0:00,5703.75
5/8/1998 0:00,5703.75
5/11/1998 0:00,5703.75
5/12/1998 0:00,5703.75
5/13/1998 0:00,5703.75
5/14/1998 0:00,5703.75
5/15/1998 0:00,5703.75
5/16/1998 0:00,5703.75
5/17/1998 0:00,5703.75
5/18/1998 0:00,5703.75
5/19/1998 0:00,5703.75
5/20/1998 0:00,5703.75
5/22/1998 0:00,5703.75
5/23/1998 0:00,5703.75
5/25/1998 0:00,5703.75
5/26/1998 0:00,5703.75
5/27/1998 0:00,5723.9
5/28/1998 0:00,5722.47
5/29/1998 0:00,5721.51
5/30/1998 0:00,5720.85
5/31/1998 0:00,5720.24
6/1/1998 0:00,5719.86
6/2/1998 0:00,5720.1
6/3/1998 0:00,5720.1
6/4/1998 0:00,5720.1
6/5/1998 0:00,5720.1
6/6/1998 0:00,5720.1
6/7/1998 0:00,5720.1
6/8/1998 0:00,5720.1
6/9/1998 0:00,5720.1
6/10/1998 0:00,5720.1
6/11/1998 0:00,5720.1
6/12/1998 0:00,5720.1
6/13/1998 0:00,5720.1
6/14/1998 0:00,5720.1
6/15/1998 0:00,5720.1
6/16/1998 0:00,5720.1
6/17/1998 0:00,5720.1
6/18/1998 0:00,5720.1
6/19/1998 0:00,5720.1
6/20/1998 0:00,5720.1
6/21/1998 0:00,5720.1
6/23/1998 0:00,5720.1
6/24/1998 0:00,5720.1
6/25/1998 0:00,5720.1
6/27/1998 0:00,5720.1
6/28/1998 0:00,5720.1
6/29/1998 0:00,5720.1
6/30/1998 0:00,5720.1
7/2/1998 0:00,5720.1
7/3/1998 0:00,5720.1
7/4/1998 0:00,5720.1
7/5/1998 0:00,5720.1
7/6/1998 0:00,5720.1
7/7/1998 0:00,5720.1
7/8/1998 0:00,5720.1
7/9/1998 0:00,5720.1
7/12/1998 0:00,5720.1
7/13/1998 0:00,5720.1
7/14/1998 0:00,5720.1
7/15/1998 0:00,5720.1
7/16/1998 0:00,5720.1
7/17/1998 0:00,5720.1
7/18/1998 0:00,5720.1
7/19/1998 0:00,5720.1
7/20/1998 0:00,5720.1
7/22/1998 0:00,5720.1
7/23/1998 0:00,5720.1
8/25/1998 0:00,5728.57
8/26/1998 0:00,5728.17
8/29/1998 0:00,5727.03
8/30/1998 0:00,5726.64
8/31/1998 0:00,5726.25
9/1/1998 0:00,5725.85
9/2/1998 0:00,5725.45
9/3/1998 0:00,5725.04
9/5/1998 0:00,5724.25
9/6/1998 0:00,5724.21
9/8/1998 0:00,5723.57
9/9/1998 0:00,5723.57
9/18/1998 0:00,5719.64
9/20/1998 0:00,5718.58
9/27/1998 0:00,5715.28
9/29/1998 0:00,5713.94
10/2/1998 0:00,5712.32
10/5/1998 0:00,5710.53
10/8/1998 0:00,5709.18
10/9/1998 0:00,5708.8
10/10/1998 0:00,5708.4
10/11/1998 0:00,5708.02
10/13/1998 0:00,5707.24
10/14/1998 0:00,5706.84
10/15/1998 0:00,5706.56
10/16/1998 0:00,5706.28
10/17/1998 0:00,5705.98
10/18/1998 0:00,5705.68
10/19/1998 0:00,5705.4
10/20/1998 0:00,5705.1
10/21/1998 0:00,5704.8
10/22/1998 0:00,5704.58
10/23/1998 0:00,5704.36
10/24/1998 0:00,5704.14
10/25/1998 0:00,5703.98
10/26/1998 0:00,5703.8
10/27/1998 0:00,5703.76
10/28/1998 0:00,5703.76
10/29/1998 0:00,5703.8
10/30/1998 0:00,5703.88
10/31/1998 0:00,5703.92
11/2/1998 0:00,5704.08
11/3/1998 0:00,5704.13
11/4/1998 0:00,5704.16
11/5/1998 0:00,5704.2
11/6/1998 0:00,5704.26
11/7/1998 0:00,5704.36
11/8/1998 0:00,5704.5
11/9/1998 0:00,5704.5
11/10/1998 0:00,5704.69
11/11/1998 0:00,5704.6
11/12/1998 0:00,5704.38
11/13/1998 0:00,5704.17
11/14/1998 0:00,5703.96
11/15/1998 0:00,5703.74
11/16/1998 0:00,5703.52
11/17/1998 0:00,5703.6
11/18/1998 0:00,5703.68
11/19/1998 0:00,5703.74
11/20/1998 0:00,5703.78
11/21/1998 0:00,5703.84
11/22/1998 0:00,5703.94
11/23/1998 0:00,5704.08
11/24/1998 0:00,5704.73
11/25/1998 0:00,5704.86
11/26/1998 0:00,5704.71
11/28/1998 0:00,5704.28
12/2/1998 0:00,5704.51
12/5/1998 0:00,5704
12/6/1998 0:00,5703.68
12/13/1998 0:00,5703.5
12/14/1998 0:00,5703.62
12/17/1998 0:00,5703.9
12/18/1998 0:00,5703.98
12/19/1998 0:00,5704.1
12/20/1998 0:00,5704.18
12/21/1998 0:00,5704.22
12/22/1998 0:00,5704.27
12/25/1998 0:00,5703.78
12/26/1998 0:00,5703.62
12/27/1998 0:00,5703.46
12/29/1998 0:00,5703.3
12/30/1998 0:00,5703.36
1/1/1999 0:00,5703.49
1/2/1999 0:00,5703.54
1/3/1999 0:00,5703.58
1/4/1999 0:00,5703.62
1/5/1999 0:00,5703.66
1/6/1999 0:00,5703.7
1/7/1999 0:00,5703.75
1/8/1999 0:00,5703.78
1/9/1999 0:00,5703.82
1/10/1999 0:00,5703.84
1/11/1999 0:00,5703.88
1/12/1999 0:00,5703.92
1/13/1999 0:00,5703.87
1/14/1999 0:00,5703.8
1/16/1999 0:00,5703.84
1/17/1999 0:00,5704
1/18/1999 0:00,5704.38
1/20/1999 0:00,5704.65
1/21/1999 0:00,5704.61
1/22/1999 0:00,5704.43
1/26/1999 0:00,5703.54
1/27/1999 0:00,5703.54
1/28/1999 0:00,5703.47
1/29/1999 0:00,5703.4
1/30/1999 0:00,5703.31
1/31/1999 0:00,5703.24
2/1/1999 0:00,5703.14
2/2/1999 0:00,5702.98
2/3/1999 0:00,5702.99
2/4/1999 0:00,5703.03
2/5/1999 0:00,5703.06
2/6/1999 0:00,5703.1
2/7/1999 0:00,5703.26
2/9/1999 0:00,5704.3
2/10/1999 0:00,5704.74
2/11/1999 0:00,5704.66
2/12/1999 0:00,5704.44
2/13/1999 0:00,5704.14
2/14/1999 0:00,5703.82
2/15/1999 0:00,5703.42
2/16/1999 0:00,5703.02
2/17/1999 0:00,5703.18
2/18/1999 0:00,5703.46
2/19/1999 0:00,5703.62
2/20/1999 0:00,5703.7
2/21/1999 0:00,5703.82
2/23/1999 0:00,5703.84
2/24/1999 0:00,5703.82
2/25/1999 0:00,5703.84
2/26/1999 0:00,5703.79
2/27/1999 0:00,5703.78
2/28/1999 0:00,5703.78
3/1/1999 0:00,5704.09
3/2/1999 0:00,5704.66
3/3/1999 0:00,5704.7
3/4/1999 0:00,5704.96
3/5/1999 0:00,5704.54
3/6/1999 0:00,5703.96
3/7/1999 0:00,5703.28
3/8/1999 0:00,5702.54
3/9/1999 0:00,5702.64
3/10/1999 0:00,5702.7
3/11/1999 0:00,5702.82
3/12/1999 0:00,5702.84
3/13/1999 0:00,5702.86
3/14/1999 0:00,5702.91
3/15/1999 0:00,5703
3/16/1999 0:00,5703.08
3/17/1999 0:00,5703.22
3/18/1999 0:00,5703.43
3/19/1999 0:00,5703.82
3/20/1999 0:00,5703.86
3/21/1999 0:00,5703.82
3/22/1999 0:00,5703.74
3/23/1999 0:00,5703.71
3/24/1999 0:00,5703.77
3/25/1999 0:00,5703.9
3/26/1999 0:00,5704.2
3/27/1999 0:00,5704.3
3/28/1999 0:00,5704.26
3/29/1999 0:00,5704.12
3/30/1999 0:00,5703.95
3/31/1999 0:00,5703.63
4/1/1999 0:00,5703.24
4/2/1999 0:00,5703.08
4/5/1999 0:00,5702.33
4/6/1999 0:00,5702.48
4/7/1999 0:00,5702.62
4/8/1999 0:00,5702.7
4/10/1999 0:00,5702.72
4/11/1999 0:00,5702.74
4/12/1999 0:00,5702.76
4/13/1999 0:00,5702.91
4/14/1999 0:00,5703.23
4/15/1999 0:00,5703.7
4/16/1999 0:00,5704.27
4/17/1999 0:00,5705.04
4/18/1999 0:00,5706.11
4/19/1999 0:00,5707.55
4/20/1999 0:00,5709.36
4/21/1999 0:00,5711.05
4/25/1999 0:00,5713.22
4/26/1999 0:00,5713.95
4/27/1999 0:00,5714.82
4/28/1999 0:00,5715.36
4/29/1999 0:00,5715.6
4/30/1999 0:00,5715.82
5/1/1999 0:00,5716.18
5/2/1999 0:00,5716.91
5/3/1999 0:00,5717.54
5/4/1999 0:00,5717.91
5/5/1999 0:00,5718.12
5/6/1999 0:00,5718.41
5/7/1999 0:00,5719.07
5/8/1999 0:00,5719.9
5/9/1999 0:00,5720.56
5/10/1999 0:00,5721.1
5/11/1999 0:00,5721.78
5/12/1999 0:00,5722.22
5/13/1999 0:00,5722.86
5/14/1999 0:00,5723.22
5/15/1999 0:00,5723.18
5/16/1999 0:00,5722.98
5/17/1999 0:00,5722.8
5/18/1999 0:00,5722.83
5/20/1999 0:00,5723.14
5/21/1999 0:00,5723.34
5/22/1999 0:00,5723.4
5/23/1999 0:00,5723.54
5/24/1999 0:00,5723.87
5/25/1999 0:00,5724.95
5/27/1999 0:00,5726.18
5/29/1999 0:00,5727.64
5/30/1999 0:00,5728.11
5/31/1999 0:00,5728.6
6/1/1999 0:00,5729.01
6/2/1999 0:00,5729.68
6/3/1999 0:00,5730.56
6/4/1999 0:00,5731.12
6/5/1999 0:00,5731.5
6/6/1999 0:00,5732.04
6/7/1999 0:00,5732.66
6/8/1999 0:00,5733.12
6/9/1999 0:00,5733.24
6/11/1999 0:00,5733.22
6/12/1999 0:00,5733.28
6/13/1999 0:00,5733.61
6/14/1999 0:00,5734.22
6/15/1999 0:00,5734.92
6/16/1999 0:00,5735.6
6/17/1999 0:00,5736.26
6/18/1999 0:00,5736.84
6/19/1999 0:00,5737.25
6/20/1999 0:00,5737.56
6/21/1999 0:00,5737.81
6/22/1999 0:00,5738.08
6/23/1999 0:00,5738.36
6/24/1999 0:00,5738.64
6/25/1999 0:00,5738.88
6/26/1999 0:00,5739
6/27/1999 0:00,5739.05
6/28/1999 0:00,5739.08
6/29/1999 0:00,5739.11
6/30/1999 0:00,5739.17
7/1/1999 0:00,5739.25
7/2/1999 0:00,5739.34
7/3/1999 0:00,5739.41
7/4/1999 0:00,5739.4
7/5/1999 0:00,5739.32
7/6/1999 0:00,5739.2
7/7/1999 0:00,5739.08
7/8/1999 0:00,5738.94
7/9/1999 0:00,5738.78
7/10/1999 0:00,5738.6
7/11/1999 0:00,5738.42
7/12/1999 0:00,5738.25
7/13/1999 0:00,5738.06
7/14/1999 0:00,5737.89
7/15/1999 0:00,5737.82
7/16/1999 0:00,5737.72
7/17/1999 0:00,5737.58
7/18/1999 0:00,5737.42
7/19/1999 0:00,5737.25
7/21/1999 0:00,5736.93
7/22/1999 0:00,5736.76
7/23/1999 0:00,5736.58
7/24/1999 0:00,5736.39
7/25/1999 0:00,5736.2
7/26/1999 0:00,5736
7/27/1999 0:00,5735.8
7/28/1999 0:00,5735.6
7/29/1999 0:00,5735.38
7/30/1999 0:00,5735.16
7/31/1999 0:00,5734.93
8/1/1999 0:00,5734.7
8/2/1999 0:00,5734.46
8/3/1999 0:00,5734.22
8/4/1999 0:00,5733.98
8/5/1999 0:00,5733.74
8/6/1999 0:00,5733.5
8/7/1999 0:00,5733.26
8/8/1999 0:00,5733.02
8/9/1999 0:00,5732.77
8/10/1999 0:00,5732.6
8/11/1999 0:00,5732.38
8/12/1999 0:00,5732.14
8/13/1999 0:00,5731.9
8/14/1999 0:00,5731.64
8/15/1999 0:00,5731.36
8/16/1999 0:00,5731.09
8/17/1999 0:00,5730.82
8/19/1999 0:00,5730.27
8/20/1999 0:00,5729.99
8/21/1999 0:00,5729.7
8/23/1999 0:00,5729.14
8/24/1999 0:00,5728.86
8/25/1999 0:00,5728.57
8/26/1999 0:00,5728.28
8/27/1999 0:00,5728.01
8/28/1999 0:00,5727.72
8/29/1999 0:00,5727.42
8/30/1999 0:00,5727.12
8/31/1999 0:00,5726.77
9/1/1999 0:00,5726.41
9/2/1999 0:00,5726.02
9/3/1999 0:00,5725.64
9/4/1999 0:00,5725.24
9/5/1999 0:00,5724.85
9/6/1999 0:00,5724.45
9/7/1999 0:00,5724.04
9/8/1999 0:00,5723.64
9/9/1999 0:00,5723.23
9/10/1999 0:00,5722.84
9/11/1999 0:00,5722.45
9/12/1999 0:00,5722.05
9/13/1999 0:00,5721.64
9/14/1999 0:00,5721.25
9/17/1999 0:00,5719.99
9/18/1999 0:00,5719.55
9/19/1999 0:00,5719.13
9/20/1999 0:00,5718.69
9/21/1999 0:00,5718.27
9/22/1999 0:00,5717.83
9/23/1999 0:00,5717.39
9/24/1999 0:00,5716.95
9/25/1999 0:00,5716.49
9/26/1999 0:00,5716.04
9/27/1999 0:00,5715.57
9/28/1999 0:00,5715.11
9/30/1999 0:00,5714.16
10/1/1999 0:00,5713.88
10/2/1999 0:00,5713.4
10/3/1999 0:00,5712.91
10/4/1999 0:00,5712.41
10/6/1999 0:00,5711.41
10/9/1999 0:00,5709.89
10/10/1999 0:00,5709.37
10/11/1999 0:00,5708.84
10/12/1999 0:00,5708.31
10/13/1999 0:00,5707.84
10/14/1999 0:00,5707.37
10/15/1999 0:00,5706.96
10/16/1999 0:00,5706.55
10/17/1999 0:00,5706.13
10/18/1999 0:00,5705.71
10/20/1999 0:00,5705.03
10/21/1999 0:00,5704.82
10/22/1999 0:00,5704.62
10/23/1999 0:00,5704.52
10/24/1999 0:00,5704.43
10/25/1999 0:00,5704.33
10/27/1999 0:00,5704.15
10/30/1999 0:00,5704.53
10/31/1999 0:00,5704.48
11/3/1999 0:00,5703.82
11/4/1999 0:00,5703.71
11/5/1999 0:00,5703.75
11/6/1999 0:00,5703.79
11/7/1999 0:00,5703.82
11/8/1999 0:00,5703.9
11/9/1999 0:00,5703.96
11/10/1999 0:00,5704.02
11/11/1999 0:00,5703.99
11/13/1999 0:00,5703.89
11/14/1999 0:00,5703.83
11/15/1999 0:00,5703.79
11/16/1999 0:00,5703.75
11/17/1999 0:00,5703.75
11/18/1999 0:00,5703.76
11/19/1999 0:00,5703.74
11/20/1999 0:00,5703.85
11/21/1999 0:00,5703.89
11/22/1999 0:00,5703.87
11/23/1999 0:00,5703.85
11/24/1999 0:00,5703.81
11/25/1999 0:00,5703.78
11/26/1999 0:00,5703.75
11/27/1999 0:00,5703.73
11/28/1999 0:00,5703.69
11/29/1999 0:00,5703.66
11/30/1999 0:00,5703.63
12/1/1999 0:00,5703.65
12/2/1999 0:00,5703.62
12/3/1999 0:00,5703.69
12/4/1999 0:00,5703.74
12/5/1999 0:00,5703.82
12/6/1999 0:00,5703.9
12/7/1999 0:00,5703.97
12/8/1999 0:00,5704.01
12/9/1999 0:00,5704.09
12/10/1999 0:00,5704.11
12/11/1999 0:00,5704.1
12/12/1999 0:00,5704.11
12/13/1999 0:00,5704.15
12/14/1999 0:00,5704.14
12/15/1999 0:00,5704.15
12/17/1999 0:00,5704.16
12/18/1999 0:00,5704.17
12/19/1999 0:00,5704.18
12/20/1999 0:00,5704.18
12/21/1999 0:00,5704.18
12/22/1999 0:00,5704.18
12/23/1999 0:00,5704.17
12/24/1999 0:00,5704.16
12/25/1999 0:00,5704.15
12/26/1999 0:00,5704.14
12/27/1999 0:00,5704.13
12/28/1999 0:00,5704.05
12/29/1999 0:00,5703.95
12/30/1999 0:00,5703.86
12/31/1999 0:00,5703.9
1/1/2000 0:00,5703.94
1/2/2000 0:00,5703.98
1/3/2000 0:00,5704.02
1/4/2000 0:00,5704.06
1/5/2000 0:00,5704.1
1/6/2000 0:00,5704.05
1/7/2000 0:00,5704.02
1/8/2000 0:00,5703.97
1/9/2000 0:00,5703.92
1/10/2000 0:00,5703.89
1/11/2000 0:00,5703.87
1/12/2000 0:00,5703.94
1/13/2000 0:00,5703.94
1/14/2000 0:00,5703.94
1/18/2000 0:00,5703.93
1/19/2000 0:00,5703.95
1/21/2000 0:00,5704.55
1/22/2000 0:00,5704.42
